Ex bike,Women's probiotic,Hemorrhoid Cream,Ecural,Multivitamin,floravit iron,Naproxen,Toprol,Amitriptyline,tumeric extract,Soluble Aspirin,pur-absorb iron,Panamax,Prednisone,Turmeric tea,Zantac,Lithium,Flonase,Buspirone,Feverfew,DLPA,methotraxate,Vitamin b complex,Dexedrine,Kirkland Fish Oil,Probiotic,therapy session,Womans balance,Physiotherapy,Steps,Magnesium,Boswelia Complex,Mangosteen,Swimming,Allegra,Goth clubbing,Guarana & Ginseng,Fish oil,Rest,Triamcinolone Cream,Nutrasea Fish Oil,Valdoxan,Ritalin,gluten free diet,Aleve,Folate,Solifenacin,Claritin,pilates,Strattera,Zofran,Synthroid,excedrin migraine,N-Acelcysteine,Carbomer eye drops,shoulder stretching,Humira,Standing desk,Greens First Powder,Antihistamine,Astelin,Vitamin C,Vitamin B,Vitamin B complex - 50,Probiotics,linseed,Meditation,Klonopin,Pain management,Voltaren,Nortriptyline,hydrocortisone suppository ,Ginger,Vitamin b12,EnzymixPro,Vitamin d,Prednesone,Tolterodine,Codeine-Panadol,Diazepam,Vitamin a,Bu Zhong Yi Qi capsules,Vyvanse,Eyebright Complex,Acetyl Carnitine,Acupuncture,Magnesium gel,Exercise,alcohol free,Creatine,Clonazepam,Pro Omega 2000 Fish Oil,Ribose,alverine,Plaquenil,CoQ10,Valium,SAM-E,Zoladex,Boswelia,Citrucel,Flutiform,Mirtazapine,Tummy Tamers,Singulair,Allergy Shots,Zinc,Ibuprofen,Melatonin,hip abduction,Migraine Diet,Cyclizine,Provigil,Ventolin,birth control,Magnesium glycinate,5-htp,Nasonex,Darifenacin,Chiropractic adjustment,use exercise bike,Ocella,B12 drops,Monteluklast,Daily walk,Athlete Vitamin,Famotidine,antihistamines,Neti Pot,Cerelle,Codeine,thyroid support complex,Progesterone,Spironolactone,Bovine colostrum,Iron,Tian Ma Tou Tong - headache,Adderall,Ondansetron,Cetraben cream,Pataday,Iodine,B Complex,Ferrous sulfate,cough syrup,Wei Te Ling - heartburn,Sleep,Klaire Ther-biotic,Gui Pi Pills,Passionflower,row
,2.0,,2.0,2.0,2.0,,,,,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,,,,2.0,,,,2.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,2.0,2.0,,2.0,,,2.0,0.0,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,,,,,2.0,,0.0,,,,2.0,,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,Turmeric tea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zantac
,0.0,,0.0,0.0,0.0,,,,,1.27831072287,0.0,0.595668574685,,2.0,,,,0.0412045169846,,2.0,,,,0.0,,,,0.0,,1.17103034603,,,,,,,,,,2.0,1.0749686067,,,,,,,,,0.0703251301956,,,,,,,0.0,,,,0.0,0.837334101345,0.0,,0.0,,,0.0,1.13713278719,,,,,,0.0,,,,,0.837334101345,0.0,0.856149146824,0.0,,,0.0,,,0.243641007021,0.003937077278,,,,,,0.976948737144,,1.89347279355,,,,0.0,,,,,0.962761201781,,,0.0,,,0.837334101345,,,,0.837334101345,,,,,,,,,,,,,1.59414545502,,0.0,0.0999910846746,,0.837334101345,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,Lithium
,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,Flonase
,0.0,,0.0,0.0,0.0,,,,,0.993970228985,0.0,0.352489989692,,2.0,,0.0412045169846,,,,2.0,,,,0.0,,,,0.0,,0.884071874461,0.0,,,,,,,,,2.0,0.788581836246,,,,,,,,,0.00397589274075,,,,,,,0.0,,0.0,,0.0,0.563723298068,0.0,0.0,0.0,,,0.0,0.85006905127,,,,,,0.0,,,0.0,,0.563723298068,0.0,0.580934034185,0.0,0.0,,0.0,,,0.0889623054675,0.0197944217259,,,,,,0.693876837618,,1.72906470342,0.0,,0.0,0.0,,,,,0.680395454846,,,0.0,,,0.563723298068,,,,0.563723298068,,,,,,,,0.0,,0.0,,,1.34114822752,,0.0,0.0132456464989,,0.563723298068,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,Buspirone
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,Feverfew
,2.0,,2.0,2.0,2.0,,,,,0.0,2.0,2.0,,0.0,,2.0,,2.0,,,,,,2.0,,,,2.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,2.0,2.0,,2.0,,,2.0,0.0,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,,,,,2.0,,0.0,,,,2.0,,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,DLPA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,methotraxate
,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Vitamin b complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dexedrine
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,Kirkland Fish Oil
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,Probiotic
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,therapy session
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,Womans balance
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,Physiotherapy
0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,Steps
,2.0,,2.0,2.0,2.0,,,,,0.00606143170293,2.0,0.168016522811,,0.0,,1.17103034603,,0.884071874461,,0.0,,,,2.0,,,,2.0,,,0.0,,,,,,,,,0.0,0.00468497366698,,,,,,,,,0.796049327516,,,,,,,2.0,,0.0,,,0.0556775936039,2.0,0.0,2.0,,,2.0,0.000588497966428,,,,,,,,,0.0,,0.0556775936039,2.0,0.049584474931,2.0,0.0,,2.0,,,0.484842076694,1.08301411308,,,,,,0.0189385045317,,0.404689120598,0.0,,0.0,2.0,,,,,0.0217865879247,,,2.0,,,0.0556775936039,,,,0.0556775936039,,,,,,,,0.0,,0.0,,,0.105877075841,,2.0,0.724479584633,,0.0556775936039,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,Magnesium
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,Boswelia Complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangosteen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swimming
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Allegra
,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,2.0,2.0,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,2.0,,2.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Goth clubbing
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,Guarana & Ginseng
,,2.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,,,2.0,,,,,,,,0.0,,0.0,,0.0,,,,,2.0,,,,0.0,0.143983671875,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,2.0,,,,,0.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,Fish oil
2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,Rest
,,0.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,Triamcinolone Cream
,2.0,,2.0,2.0,2.0,,,,,0.0,2.0,2.0,,0.0,,2.0,,2.0,,0.0,,,,2.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,2.0,2.0,,2.0,,,2.0,0.0,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,,,,,2.0,,0.0,,,,2.0,,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,Nutrasea Fish Oil
,2.0,,2.0,2.0,2.0,,,,,0.0213472622962,2.0,0.118273439764,,0.0,,1.0749686067,,0.788581836246,,0.0,,,,2.0,,,,2.0,,0.00468497366698,0.0,,,,,,,,,0.0,,,,,,,,,,0.702351990794,,,,,,,2.0,,0.0,,2.0,0.0282902532893,2.0,0.0,2.0,,,2.0,0.00195419247901,,,,,,2.0,,,0.0,,0.0282902532893,2.0,0.023969755613,2.0,0.0,,2.0,,,0.40438728066,0.986273867777,,,,,,0.00480719455909,,0.48516413304,0.0,,0.0,2.0,,,,,0.00629749912109,,,2.0,,,0.0282902532893,,,,0.0282902532893,,,,,,,,0.0,,0.0,,,0.153363671932,,2.0,0.63282751675,,0.0282902532893,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,Valdoxan
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,Ritalin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gluten free diet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Aleve
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,Folate
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,Solifenacin
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Claritin
2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,pilates
