essay,Triamcinolone,Elder Carr,nagging mother,clean clothes,home ward,rude internet,late to work,period,tumblr,abby accidents,planning,deadline,good Abby,church,cold,temeraire,burnout warning,art class,taught sunday school,driving,confident,migraine,studying,low food,low money,diarrhea,fun time with family,deadlines,back home,uac meetings,hot,cereal and milk,long drive,up late,meditated,finances,homework,creative urge,sitting,social justice,screenings,creative block,solo shift,visitors,sent out job application,putty,bunny cuddles,ramen,class,hot weather,no work,visiting teachers,meal replacement shake,Infodump,work,good sleep,bad sleep,extremely hot weather,shower,classes,long sleep,clean,work day,saw friends,executive dysfunction,Glucerna shake,row
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,abby accidents
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,planning
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,deadline
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,good Abby
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,church
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,cold
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,temeraire
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,burnout warning
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,art class
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,taught sunday school
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driving
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,confident
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,migraine
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,studying
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,low food
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,low money
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,diarrhea
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,fun time with family
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,deadlines
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,back home
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,uac meetings
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,hot
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,cereal and milk
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,long drive
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,up late
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,meditated
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,finances
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,homework
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,creative urge
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,sitting
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,social justice
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,screenings
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,creative block
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,solo shift
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,visitors
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,sent out job application
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,putty
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,bunny cuddles
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,ramen
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,class
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,hot weather
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,0.0,no work
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,visiting teachers
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,meal replacement shake
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,Infodump
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,2.0,0.0,,,2.0,,2.0,work
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,,,2.0,,2.0,good sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extremely hot weather
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,,,2.0,,2.0,shower
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,0.0,,0.0,classes
,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,,,,2.0,,2.0,long sleep
,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,clean
,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,work day
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,,,0.0,saw friends
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,executive dysfunction
,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,,2.0,0.0,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,,0.0,,,Glucerna shake
