Triamcinolone Lotion,Hemorrhoid Cream,floravit iron,Naproxen,Toprol,Amitriptyline,Soluble Aspirin,pur-absorb iron,Aspirin,Prednisone,Flonase,Buspirone,Feverfew,DLPA,Vitamin b complex,Probiotic,Stretching,TigerBalm,Physiotherapy,Magnesium,Panamax,THC,Cambia,Turmeric,Allegra,Triamcinolone Cream,Fish oil,Rest,Post-op ice device,Standing desk,cocodamol,Lexapro,Valdoxan,Ritalin,Ambien CR,Aleve,Solifenacin,Claritin,Yin Chiao,Strattera,Zofran,Hydroxyzine,Synthroid,Sauna,meds,Humira,Astelin,Vitamin C,Vitamin B,Vitamin B complex - 50,linseed,5 or more portions of fruit and veg,Equilibrant,Meditation,Cleaning ,Gabapentin,Klonopin,CBD,Voltaren,Nortriptyline,Hydrocortisone,digestive enzyme,Vitamin d,Ice pack,Mezavant,massage,Diazepam,Norco,physical therapy,Vitamin a,L-methylfolate,Vyvanse,Florinef,Eyebright Complex,Magnesium gel,sugar free diet,Creatine,Clonazepam,Migraine Diet,Plaquenil,Valium,Cranberry extract,Zoladex,Sunlight,Glucosamine,Multivitamin,Mirtazapine,Pain management,stool softener,Zinc,Ibuprofen,Melatonin,Alcohol,BeachBody OnDemand,Cyclizine,Provigil,birth control,Inflamma-blox,Magnesium glycinate,5-htp,Nasonex,Lithium,Wei Zhang Shun Qi Wan,Ecural,Vitamin b12,eye ointment,Daily walk,Exercise--walking,elliptical,Famotidine,Piyo,Topical ibuprofen,Wore arch supports all day,Ranitidine,strapping of shoulder,Ventolin,Tian Ma Tou Tong - headache,Codeine,thyroid support complex,Gan Mao Qing anti-viral,Progesterone,Spironolactone,Bovine colostrum,heating pads,Iron,Adderall,Ondansetron,Keppra,Pataday,Azathioprine,Singulair,Wei Te Ling - heartburn,Passionflower,Pristiq,row
0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Flonase
,,2.0,,,,2.0,2.0,,2.0,,,,2.0,,0.0,,,0.0,2.0,2.0,,,,,,0.0,,,0.0,,,2.0,,,,,,,,2.0,,0.0,,,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,,,2.0,,0.0,,,,,2.0,,2.0,,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,,,2.0,,,Buspirone
,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,Feverfew
,,0.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,,2.0,0.0,0.0,,,,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,DLPA
,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Vitamin b complex
,,2.0,,,,2.0,2.0,,2.0,,0.0,0.0,2.0,,,,0.0,0.0,2.0,2.0,,,,,,0.0,,,0.0,,,2.0,0.0,,,0.0,,,,2.0,,0.0,,,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,0.0,0.0,2.0,,0.0,,,,,2.0,,2.0,0.0,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,2.0,2.0,,,2.0,,,0.0,0.0,,,,,,2.0,0.0,,2.0,0.0,,,,,,0.0,,,0.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,,,2.0,0.0,,Probiotic
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Stretching
,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,TigerBalm
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,,0.0,,,,2.0,2.0,,,,,,0.0,,,0.0,,,2.0,,,,,,,,2.0,,0.0,,,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,,,2.0,,0.0,,,,,2.0,,2.0,,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,,,2.0,,,Physiotherapy
,,0.961167803374,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,,0.0,,,2.0,,,2.0,,,2.0,,,0.0,,,,,,0.0,,0.0,,2.0,,,,,,0.0,0.0,0.0,,,,2.0,,,,2.0,0.0,,,0.0857455577251,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.899090788525,0.0,,,0.00142322931037,,,,,,,,,,0.0,2.0,0.0,0.0,,,2.0,,,,,,,2.0,,0.0,0.121328327251,0.0,,0.0,0.0895876165489,0.0,,,0.0,,0.0057343485677,,0.0853240769491,,,0.0,,,Magnesium
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,0.0,,,,,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,Panamax
,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,THC
,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,Cambia
,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,2.0,,,2.0,2.0,,,,,,2.0,,2.0,,,,,,Turmeric
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Allegra
2.0,2.0,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,Triamcinolone Cream
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,2.0,2.0,0.0,,,0.0,,,0.0,0.0,0.0,,,2.0,,0.0,,,0.0,,0.0,0.821708417996,0.0,0.0,,0.0,,0.0,0.0,2.0,2.0,2.0,,,,,,0.0,0.0,0.0,2.0,,,0.883961775006,0.0,0.0,,,0.0,0.0,2.0,,2.0,,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,0.0,,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.943434216178,0.0,,2.0,0.0,0.0,,,,0.0,,,,0.0,0.0,2.0,2.0,2.0,,,2.0,2.0,,0.0,2.0,,2.0,,2.0,,0.0,2.0,,,Fish oil
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Rest
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Post-op ice device
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,,0.0,,,0.0,2.0,2.0,,,,,,0.0,,,,,,2.0,,,,,,,,2.0,,0.0,,,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,,,2.0,,0.0,,,,,2.0,,2.0,,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,,,2.0,,,Standing desk
,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,cocodamol
,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,Lexapro
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,0.0,0.0,,,,,,2.0,,,2.0,,,,,,,,,,,0.0,,2.0,,,,,,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,Valdoxan
,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,Ritalin
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Ambien CR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Aleve
,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,Solifenacin
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Claritin
,,2.0,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,Yin Chiao
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Strattera
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,2.0,,,2.0,0.0,0.0,0.0,,,0.0,,0.821708417996,0.0,0.0,2.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,,,0.00198067933396,0.0,2.0,,,0.0,0.0,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.00751257012186,2.0,,0.0,0.0,0.0,,,,0.0,,,,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,Zofran
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Hydroxyzine
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,,0.0,,,0.0,2.0,2.0,,,,,,0.0,,,0.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,,,2.0,,0.0,,,,,2.0,,2.0,,2.0,0.0,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,,,2.0,,,Synthroid
0.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Sauna
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,meds
0.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Humira
,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,Astelin
0.0,0.0,,,,,,,,2.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,2.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,Vitamin C
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,0.0,0.0,,,,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,,,0.0,0.0,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,Vitamin B
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,0.0,0.0,,,,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,,0.0,,0.0,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,Vitamin B complex - 50
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,,2.0,,,2.0,0.0,0.0,,,,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,,0.0,,2.0,,,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,,linseed
,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5 or more portions of fruit and veg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equilibrant
