My Goodness Organics meals,ate breakfast,busy,sugar,Feverfew,methotraxate,Thyreoidum,Cold Mask,Probiotic,carrot sticks,Wine,grilled cheese,Sat outside in the sun,lifted weights,Ritalin,Biest,Cannabis CBD capsule 10mg,Zolpidem,ice cream,Solifenacin,caffeine,Carbomer eye drops,Venlafaxine,windsurfing,exercise,Ate ok,Work,no exercise,Superlong nap,Aga,Vitamin C,Placebo,slept in,slimfast,Nortriptyline,stretching,drank wine,Vitamin b12,Vitamin d,Methotrexate,Late lunch,Onions,sun exposure,hiking,physical therapy,Mediterranean Diet,had sex,chewing gum,Calcium Suplment,Peppermint oil,Bentyl,vacation,ate pizza,alverine,dairy,bbq,gluten,scary new shit,Calcium citrate,one glass of wine,worked,Folic acid,salad,over ate,MMJ,short sleep,Pantoprazole,coconut,Cyclizine,Questran,slept not alone,Puppy,Fexofenadine,Flo-pred,benchpress,nap,beach,had sex last night,knitting,eggs,Cerelle,thyroid support complex,exercised,Modulen,went to bed too late,no breakfast,Tacrolimus,Cetraben cream,tomato,Thyrax,walked,Fried food,thai food,Colesevelam,Passionflower,row
2.0,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,2.0,,,,0.0,0.0,2.0,,2.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,2.0,0.00368610600554,,2.0,1.96790334725,,,,,,,0.0,1.8683809314,,0.0,0.0,,,,2.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,2.0,,0.0,,,,0.0,,0.0,2.0,0.0,,2.0,,,,0.0,Superlong nap
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,Aga
,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin C
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,0.0,,,,Placebo
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,slept in
,,,,,,,,,0.000491099554178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,,0.287098856073,,,,,,,,,,,,2.0,0.0,,,,,,,,0.013659340092,,,1.93986695475,,slimfast
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nortriptyline
0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,stretching
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,drank wine
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,Vitamin b12
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,0.0439665128396,,,,,,,,-2.22044604925e-16,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Vitamin d
,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,0.0,2.0,,2.0,,2.0,2.0,,,2.0,,,,,,,,,,0.0,2.0,,0.0,0.0,,,,,,,,0.0,,2.0,,,,,0.0,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,Methotrexate
,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,Late lunch
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,,Onions
,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,0.0,2.0,,2.0,,2.0,2.0,,,2.0,,,,,,,0.0,,,,2.0,,0.0,0.0,,,,,,,,0.0,,2.0,,,,,0.0,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,sun exposure
2.0,0.0,,,,,,,,,,,,0.0,,2.0,,,,,0.0,,,2.0,0.0,,0.0,,0.00368610600554,0.0,,,0.0,,,2.0,,,,2.0,,,2.0,,,2.0,1.9427764801,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,0.0,0.0,,,,2.0,,,,,,,,0.0,,,,2.0,,,,,hiking
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physical therapy
,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,0.0,2.0,,2.0,,2.0,2.0,,,2.0,,,,,,,0.0,,,0.0,2.0,,,0.0,,,,,,,,0.0,,2.0,,,,,0.0,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,Mediterranean Diet
2.0,2.0,,,,,,,,,,,,2.0,,2.0,,,,,2.0,,,0.0,2.0,,2.0,,1.96790334725,2.0,,,2.0,,,2.0,,,,0.0,,,0.0,1.9427764801,,0.0,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,,2.0,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,2.0,,,,-2.22044604925e-16,,,,,had sex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chewing gum
,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,Calcium Suplment
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Peppermint oil
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0439665128396,,0.0,,,,,,,,,2.0,,,,,,,,,0.0439665128396,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Bentyl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,vacation
,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,ate pizza
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,alverine
,2.0,,,0.0,,,,0.0,,,,,2.0,0.0,,,,,0.0,2.0,2.0,,0.0,2.0,,2.0,,1.8683809314,2.0,,,2.0,,,,,0.0,,0.0,,,0.0,2.0,,0.0,0.0,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,2.0,,,0.0,,0.0,,,2.0,2.0,,,0.0,,,0.0,,,,0.0,,2.0,2.0,,,0.0,,,,0.0,dairy
,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbq
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,,,,,,2.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,gluten
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,scary new shit
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.22044604925e-16,,0.0,,,,,,,,,2.0,0.0439665128396,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Calcium citrate
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,one glass of wine
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,worked
,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,0.0,2.0,,2.0,,2.0,2.0,,,2.0,,,,,,,0.0,,,0.0,2.0,,0.0,0.0,,,,,,,,0.0,,2.0,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,Folic acid
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,salad
,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,over ate
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,0.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,MMJ
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,short sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantoprazole
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,coconut
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,Cyclizine
,,,,,,,,,0.265473989956,,,,,,,,,,,,,,,,,,,,,,,,0.287098856073,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,0.181325545421,,,1.4305217852,,Questran
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,slept not alone
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppy
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,Fexofenadine
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,2.0,,,,,Flo-pred
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,2.0,,,,,benchpress
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,nap
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,,,2.0,,,,,,,0.0,had sex last night
0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knitting
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,eggs
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,0.0,Cerelle
,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,0.0,,thyroid support complex
,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,2.0,,exercised
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,Modulen
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,,,2.0,,,,,,,0.0,went to bed too late
,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no breakfast
,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,2.0,,0.0,,,,,2.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2.0,,,,,Tacrolimus
,,,,2.0,,,,2.0,,,,,,2.0,,,,,2.0,,0.0,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,2.0,,,,2.0,,,,,,,,,,2.0,Cetraben cream
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyrax
,1.65382112939,,,,,,,,0.00898208614347,,,,2.0,,,,,,,2.0,,,0.0,2.0,,2.0,,2.0,2.0,,,2.0,0.013659340092,,,,,,0.0,,,0.0,2.0,,0.0,-2.22044604925e-16,,2.0,,,0.0,0.0,,0.0,,2.0,,,,,0.0,,2.0,,2.0,,,,0.181325545421,,,,2.0,2.0,,,,,,,2.0,0.0,,,,2.0,,,,,,,1.87077099132,,walked
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,Fried food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thai food
,,,,,,,,,1.92870279346,,,,,,,,,,,,,,,,,,,,,,,,1.93986695475,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,,1.4305217852,,,,,,,,,,,,0.0,2.0,,,,,,,,1.87077099132,,,,,Colesevelam
,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,2.0,,,,,,,,Passionflower
