Paracatamol with codeine,Home physio exercises,Yoga,Contraceptive pill,Ranitidine,Glutamine,Selenium,Caffeine,Osteopathy,Cetirizine,Albuterol Inhaler,Imodium,Levothyroxine,Amitriptyline,Nasal spray,Metformin,Spasfon,Tetralabs Gold Caps CBN,Ventolin,Coffee,Vitamin D3,Prednisone,Citalopram,Cefaly Unit,Vitamin,Magnesium,Daily walk,Ubiquinol,Physio,electric wheelchair,Topiramate,Uncooked cornstarch,Naproxen,Umeboshi,ponstan,Tetralabs Gold Caps,Calcium citrate,Multi vitamin,Benadryl,Pantoprazole,Prilosec,Mt. Si ACDC 2x Coco Caps,Topamax,Weighted Blanket,Vitamin d,SAD Light Box,Progesterone,Vitamin C,Vitamin B,Migraine herb feverfew tablets,Kuzu,Vitamin b6,Ropinirole,Tranexamic acid,Vitamin b12,Relpax,Magnesium citrate,Esopram,Subling B12,Turmeric,Allegra,Azathioprine,Flexeril,Iodine,Calcium,Duexis,Zomig,Pentasa,psychologist,Heating Pad,aqua therapy,Nuvigil,Methotrexate,Counseling,cocodamol,Tolterodine,Multi-vitamin,row
,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Albuterol Inhaler
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imodium
,,,0.0,,,0.909989582565,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025016846416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Levothyroxine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,1.11022302463e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amitriptyline
,,,0.0,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Nasal spray
0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Metformin
,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,Spasfon
,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Tetralabs Gold Caps CBN
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,Ventolin
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,Coffee
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,Vitamin D3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prednisone
,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,Citalopram
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,Cefaly Unit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,Vitamin
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Magnesium
,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,Daily walk
,,,,,1.00610288534,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.917872424532,,,,,,,,,,,,,,2.0,,,,0.0,,,,,2.0,,,Ubiquinol
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Physio
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,electric wheelchair
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Topiramate
,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,Uncooked cornstarch
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Naproxen
,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umeboshi
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,ponstan
,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,Tetralabs Gold Caps
,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Calcium citrate
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multi vitamin
,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Benadryl
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Pantoprazole
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prilosec
,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Mt. Si ACDC 2x Coco Caps
,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,Topamax
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,Weighted Blanket
,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Vitamin d
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAD Light Box
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Progesterone
,,,0.0,0.0,,0.839811458557,,,0.0,0.0,,0.0025016846416,1.11022302463e-16,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,Vitamin C
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Vitamin B
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Migraine herb feverfew tablets
,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,2.0,,,,,,,,,,Kuzu
,,,,,1.99710447995,,2.0,,,,,,,,,0.0,,,,,,,,,,,0.917872424532,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,2.0,,,Vitamin b6
,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Ropinirole
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,Tranexamic acid
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,Vitamin b12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relpax
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,Magnesium citrate
,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Esopram
,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,Subling B12
,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turmeric
,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Allegra
,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,Azathioprine
,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,2.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Flexeril
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,Iodine
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,Calcium
,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Duexis
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,Zomig
,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,Pentasa
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,psychologist
,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Pad
0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,aqua therapy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuvigil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methotrexate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counseling
,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cocodamol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolterodine
0.0,0.0,,0.0,,,2.0,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,Multi-vitamin
