migraine yesterday,Started B12,good spirits,saw doctor,tired,good sleep,low motivation,functional,Runny stomach ,Tossed and turned all night,Exercised,Sam's birthday - lots of sugar,Florinef,infusion,Nia Class,good concentration,dislocation,Alert,fine,ear ache,depression,Happy,not hungry,trouble getting up,Bored,Pain,cleaned house,no sleep,angry,great pain all over,Starting my Flaredown log today!,treatment,Emotional,crisis,bedridden,Took 10 mg every hour,Lethargic,Okay,parents,Symptoms started at 5am,Covocort,Stomach hurts,lethargic,happy,shiatsu,busy,Superlong nap,Hand shaking,No Energy,incident,Fatigued,stressed,No Appitite,cluster headache,wicked back pain,cigarettes,Muscle weakness,excellent,emotional stress,sad,very symptomatic,Muscle Tiredness,Cold ,Gym class,anxiety,Cried,depressed,Neck & shoulder tension,Alcohol previous night,walked,very low energy,anxious,"so far, so good",didn't sleep,hopeless,Skipped gym,Irritable,in pain,emotional,got the job!,cold weather,row
,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Exercised
0.0,,0.0,0.0,,0.0672969149564,0.0,,0.0,0.240020816996,0.0,,0.0672969149564,2.0,2.0,0.0,,0.595493985223,,,,,0.0,,0.149196553212,,,0.0,,2.0,,0.0,0.00447956619818,,,0.000645493482959,0.00447956619818,,0.0,0.0,2.0,,2.0,0.0737665539504,0.0,0.0672969149564,0.0,0.0,0.0,,,,,0.28994120332,,,0.24948145593,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0535539753606,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Sam's birthday - lots of sugar
0.0,,0.0,0.0,,1.11022302463e-16,0.0,,0.0,0.056764660836,0.0,0.0672969149564,,2.0,2.0,0.0,,0.292893218813,,,,,0.0,,0.0169397010558,,,0.0,,2.0,,0.0,0.105572809,,,0.080854969982,0.105572809,,0.0,0.0,2.0,,2.0,0.000153857990043,0.0,2.22044604925e-16,0.0,0.0,0.0,,,,,0.08378040175,,,0.0616568831829,0.0,,0.0,0.0,0.0,,0.0,2.0,0.233685529964,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Florinef
2.0,,2.0,2.0,,2.0,2.0,,,2.0,,2.0,2.0,,0.0,,,2.0,,,,,,,2.0,,,,,0.0,,2.0,2.0,,,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,,,,0.0,2.0,,,,,2.0,,,,2.0,,,,,,,infusion
2.0,,2.0,2.0,,2.0,2.0,,,2.0,,2.0,2.0,0.0,,,,2.0,,,,,,,2.0,,,,,0.0,,2.0,2.0,,,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,,,,0.0,2.0,,,,,2.0,,,,2.0,,,,,,,Nia Class
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,good concentration
,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dislocation
0.0,,0.0,0.0,,0.292893218813,0.0,,,0.0981839712754,,0.595493985223,0.292893218813,2.0,2.0,,,,,,,,,,0.175271148154,,,,,2.0,,0.0,0.683772233983,,,0.628609323646,0.683772233983,,0.0,,,,,0.28059853938,0.0,0.292893218813,0.0,,0.0,,,,,0.0688138475182,,,0.0920406154996,0.0,,,0.0,,,,2.0,0.912425671388,,,,,0.0,,,,0.0,,,,,,,Alert
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,fine
,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,ear ache
,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,depression
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,not hungry
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trouble getting up
0.0,,0.0,0.0,,0.0169397010558,0.0,,0.0,0.0118700870141,0.0,0.149196553212,0.0169397010558,2.0,2.0,0.0,,0.175271148154,,,,,0.0,,,,,0.0,,2.0,,0.0,0.202690532125,,,0.16862349774,0.202690532125,,0.0,0.0,2.0,,2.0,0.0138759662605,0.0,0.0169397010558,0.0,0.0,0.0,,,,,0.0258639280934,,,0.0141904173178,0.0,,0.0,0.0,0.0,,0.0,2.0,0.364419335715,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Bored
,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,cleaned house
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,no sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angry
2.0,,2.0,2.0,,2.0,2.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,,,,,,,2.0,,,,,,,2.0,2.0,,,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,,,,0.0,2.0,,,,,2.0,,,,2.0,,,,,,,great pain all over
,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,Starting my Flaredown log today!
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,treatment
0.0,,0.0,0.0,,0.105572809,0.0,,0.0,0.304875533953,0.0,0.00447956619818,0.105572809,2.0,2.0,0.0,,0.683772233983,,,,,0.0,,0.202690532125,,,0.0,,2.0,,0.0,,,,0.00172562682499,0.0,,0.0,0.0,2.0,,2.0,0.113555069177,0.0,0.105572809,0.0,0.0,0.0,,,,,0.359696251087,,,0.315324538336,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0272681203094,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Emotional
,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crisis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedridden
0.0,,0.0,0.0,,0.080854969982,0.0,,0.0,0.263860419954,0.0,0.000645493482959,0.080854969982,2.0,2.0,0.0,,0.628609323646,,,,,0.0,,0.16862349774,,,0.0,,2.0,,0.0,0.00172562682499,,,,0.00172562682499,,0.0,0.0,2.0,,2.0,0.0879061893858,0.0,0.080854969982,0.0,0.0,0.0,,,,,0.315695510849,,,0.27370660019,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0425662386095,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Took 10 mg every hour
0.0,,0.0,0.0,,0.105572809,0.0,,0.0,0.304875533953,0.0,0.00447956619818,0.105572809,2.0,2.0,0.0,,0.683772233983,,,,,0.0,,0.202690532125,,,0.0,,2.0,,0.0,0.0,,,0.00172562682499,,,0.0,0.0,2.0,,2.0,0.113555069177,0.0,0.105572809,0.0,0.0,0.0,,,,,0.359696251087,,,0.315324538336,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0272681203094,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Lethargic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okay
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,parents
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Symptoms started at 5am
,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,,,0.0,2.0,,2.0,,2.0,,,,,,2.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,0.0,2.0,2.0,,,2.0,,2.0,,2.0,0.0,,,,,Covocort
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stomach hurts
,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,,2.0,,2.0,,2.0,,,,,,2.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,0.0,2.0,2.0,,,2.0,,2.0,,2.0,0.0,,,,,lethargic
0.0,,0.0,0.0,,0.000153857990044,0.0,,0.0,0.0510839251403,0.0,0.0737665539504,0.000153857990043,2.0,2.0,0.0,,0.28059853938,,,,,0.0,,0.0138759662605,,,0.0,,2.0,,0.0,0.113555069177,,,0.0879061893858,0.113555069177,,0.0,0.0,2.0,,2.0,,0.0,0.000153857990044,0.0,0.0,0.0,,,,,0.0768930389211,,,0.0557371816221,0.0,,0.0,0.0,0.0,,0.0,2.0,0.245073026874,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,happy
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,shiatsu
0.0,,0.0,0.0,,2.22044604925e-16,0.0,,0.0,0.056764660836,0.0,0.0672969149564,2.22044604925e-16,2.0,2.0,0.0,,0.292893218813,,,,,0.0,,0.0169397010558,,,0.0,,2.0,,0.0,0.105572809,,,0.080854969982,0.105572809,,0.0,0.0,2.0,,2.0,0.000153857990044,0.0,,0.0,0.0,0.0,,,,,0.08378040175,,,0.0616568831829,0.0,,0.0,0.0,0.0,,0.0,2.0,0.233685529964,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,busy
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,Superlong nap
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Hand shaking
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,No Energy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incident
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatigued
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stressed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Appitite
0.0,,0.0,0.0,,0.08378040175,0.0,,0.0,0.00271457017372,0.0,0.28994120332,0.08378040175,2.0,2.0,0.0,,0.0688138475182,,,,,0.0,,0.0258639280934,,,0.0,,2.0,,0.0,0.359696251087,,,0.315695510849,0.359696251087,,0.0,0.0,2.0,,2.0,0.0768930389211,0.0,0.08378040175,0.0,0.0,0.0,,,,,,,,0.00175563754077,0.0,,0.0,0.0,0.0,,0.0,2.0,0.55530855096,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,cluster headache
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,wicked back pain
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,cigarettes
0.0,,0.0,0.0,,0.0616568831829,0.0,,0.0,0.000104178370874,0.0,0.24948145593,0.0616568831829,2.0,2.0,0.0,,0.0920406154996,,,,,0.0,,0.0141904173178,,,0.0,,2.0,,0.0,0.315324538336,,,0.27370660019,0.315324538336,,0.0,0.0,2.0,,2.0,0.0557371816221,0.0,0.0616568831829,0.0,0.0,0.0,,,,,0.00175563754077,,,,0.0,,0.0,0.0,0.0,,0.0,2.0,0.503037915599,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Muscle weakness
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,,0.0,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,excellent
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,emotional stress
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,sad
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,very symptomatic
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Muscle Tiredness
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,Cold 
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Gym class
2.0,,2.0,2.0,,2.0,2.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,,,,,,,2.0,,,,,0.0,,2.0,2.0,,,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,,,,,2.0,,,,,2.0,,,,2.0,,,,,,,anxiety
0.0,,0.0,0.0,,0.233685529964,0.0,,0.0,0.49056409726,0.0,0.0535539753606,0.233685529964,2.0,2.0,0.0,,0.912425671388,,,,,0.0,,0.364419335715,,,0.0,,2.0,,0.0,0.0272681203094,,,0.0425662386095,0.0272681203094,,0.0,0.0,2.0,,2.0,0.245073026874,0.0,0.233685529964,0.0,0.0,0.0,,,,,0.55530855096,,,0.503037915599,0.0,,0.0,0.0,0.0,,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,,,,Cried
,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,0.0,2.0,,2.0,,2.0,,,,,,2.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,,,2.0,,2.0,,2.0,0.0,,,,,depressed
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,,0.0,,,0.0,,0.0,,0.0,2.0,,,,,Neck & shoulder tension
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,,,,0.0,,0.0,,0.0,2.0,,,,,Alcohol previous night
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,walked
0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,,,,,0.0,,,,,,,very low energy
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,2.0,,,,,anxious
,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,"so far, so good"
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,,,0.0,2.0,,,,,didn't sleep
0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,2.0,,,0.0,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,0.0,,,,,,,0.0,,,,hopeless
,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,,0.0,,,2.0,,,,,Skipped gym
,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,0.0,2.0,,2.0,,2.0,,,,,,2.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,0.0,2.0,2.0,,,2.0,,2.0,,2.0,,,,,,Irritable
,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,in pain
