Ex bike,Clinda-derm,Boswelia,Cod liver oil,Phyical Therapy - stretches,Ferrous fumarate,Lansoprazole,MitoQ ,Osteopathy,Acetyl Carnitine,Naproxen,Ambien CR,Amitriptyline,Soluble Aspirin,ate breakfast,Omega-3 Capsules,Prednisone,meds,mag ox,Buspirone,Trileptal,Vitamin b complex,Ponaris,Probiotic,Sulfasalazine,Phenergan,Steps,Magnesium,Boswelia Complex,Mangosteen,THC,Swimming,Allegra,Flexeril,Fish oil,Marijuana,Rest,Zolmitriptan,Cane to get down stairs,Lyrica,Post-op ice device,Corticosteroids,Panamax,Medications,Thyroxine,gluten free diet,Fentanyl,Oestrogel,Miralax low dose PM,Flecainide,Butterbur,Vicodin,Acetaminophen,Zolpidem,Coffee,pilates,Solpadeine Max,Strattera,Relaxing,Zofran,Cefaly Unit,Hydroxyzine,Candesartan,excedrin migraine,N-Acelcysteine,Venlafaxine,Complex b,Antihistamine,Superlong nap,Astelin,Vitamin C,Vitamin B,Allopurinol,Probiotics,Andrographis compound,eye drops,Meditation,Cleaning ,Maxalt,Klonopin,Medication,CBD,Gabapentine,Nortriptyline,Cymbalta,Hydrocortisone,Vitamin b12,Vitamin d,Ice pack,Cardio,massage,Codeine-Panadol,Diazepam,Yoga,Iron,hiking,physical therapy,Vitamin a,hot water bottle,Vyvanse,Valdoxan,decent sleep,Tretinoin,had sex,Florinef,Levothyroxine,Metformin,Exercise,alcohol free,Creatine,Clonazepam,Infection,Topiramate,pool,Dermatologist,Drinking eight glasses or more of water,slept late,Valium,Morphine,Chiropractic,Walking,Zoladex,Massage ,eye compress,Tranexamic acid,Flutiform,Folic acid,Canned pumpkin,stool softener,Phentermine,Zinc,Ibuprofen,Melatonin,counselor,Dicyclomine,Zomig,AM meds,Alcohol,Cyclizine,Sunlight,Pantoprazole,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,Lithium,Coenzyme q-10,eye ointment,Daily walk,Ubiquinol,Valerian,Achy breaky rub,Solpadol,Athlete Vitamin,Famotidine,Magnesium amino acid chelate,Prontolax Supp,Benadryl,Enada,strapping of shoulder,Ventolin,Seasonique,Codeine,Claritin,Progesterone,Spironolactone,Essential oils,Temazepam,heating pads,Norco,antihistamines,Mebeverine,Wellbutrin,psychiatrists,neuro,Singulair,Canadian Bacon,Solpadeine,cough syrup,Montelukast,Voltaren,Sleep,Oxycodone,row
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Omega-3 Capsules
,,0.0,,,,,,,2.0,,,,0.0,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Prednisone
,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,meds
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,mag ox
,,2.0,,,,,,,0.0,,,,2.0,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,0.0,,,,,,,,2.0,,,,,,,2.0,,2.0,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,Buspirone
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,Trileptal
,,,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,2.0,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Vitamin b complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ponaris
,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Probiotic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sulfasalazine
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phenergan
0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,Steps
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Magnesium
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Boswelia Complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangosteen
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,THC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swimming
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Allegra
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,Flexeril
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Fish oil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marijuana
0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,,2.0,,,0.0,,Rest
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,Zolmitriptan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cane to get down stairs
,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,Lyrica
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Post-op ice device
,2.0,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,Corticosteroids
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Panamax
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,Medications
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyroxine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gluten free diet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fentanyl
,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Oestrogel
