Vitamin d,Valdoxan,Omeprazole,Contraceptive pill,Migraine Diet,Bicarb on scalp,Vyvanse,Ventolin,floravit iron,Eyebright Complex,Lithium,Magnesium gel,pur-absorb iron,Iberogast,Charcoal,Prednisone,Pataday,Creatine,Clonazepam,Zofran,Ecural,Synthroid,Soluble Aspirin,Buspirone,DLPA,Low-FODMAP diet,Inolaxol,Valium,linseed,Ranitidine,Probiotic,Nasonex,Inderal,Stretching,Codeine,Progesterone,Spironolactone,Vitamin B,Physiotherapy,Tian Ma Tou Tong - headache,Probiotics,Magnesium,Iron,Multivitamin,Ondansetron,Panamax,Mirtazapine,Zoladex,Pain management,Voltaren,Fish oil,Vitamin B complex - 50,Wei Te Ling - heartburn,Vitamin a,Standing desk,Ibuprofen,Mezavant,Nortriptyline,Multi-vitamin,row
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Lithium
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Magnesium gel
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,pur-absorb iron
,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Iberogast
,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Charcoal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prednisone
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Pataday
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Creatine
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Clonazepam
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Zofran
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Ecural
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Synthroid
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Soluble Aspirin
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Buspirone
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,DLPA
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Low-FODMAP diet
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Inolaxol
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Valium
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,linseed
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Ranitidine
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Probiotic
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Nasonex
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Inderal
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,Stretching
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Codeine
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Progesterone
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Spironolactone
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Vitamin B
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Physiotherapy
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Tian Ma Tou Tong - headache
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Probiotics
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Magnesium
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Iron
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Multivitamin
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Ondansetron
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Panamax
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,Mirtazapine
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Zoladex
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Pain management
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Voltaren
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Fish oil
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,,Vitamin B complex - 50
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,Wei Te Ling - heartburn
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,Vitamin a
2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,Standing desk
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,Ibuprofen
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,Mezavant
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,Nortriptyline
,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,Multi-vitamin
