Valdoxan,Cod liver oil,IVIG,Vyvanse,floravit iron,Voltaren,Eyebright Complex,Lithium,Magnesium gel,pur-absorb iron,Vitamin d,Nasonex,Coffee,Vitamin D3,Pataday,Creatine,Clonazepam,Zofran,gluten free diet,Ecural,Synthroid,Soluble Aspirin,Buspirone,DLPA,Psyllium husk,Zantac,creative writing,Valium,Multi vitamin,linseed,Ligament Restore,Ranitidine,Probiotic,Ventolin,Stretching,Codeine,Progesterone,Spironolactone,Deep rest,Physiotherapy,Tian Ma Tou Tong - headache,Magnesium,Iron,Multivitamin,Ondansetron,Panamax,Mirtazapine,Zoladex,Migraine Diet,Mezavant,Pain management,Vitamin B,Sertraline,Fish oil,Vitamin B complex - 50,Ginger,Wei Te Ling - heartburn,anti-nausea pills,Vitamin a,Standing desk,Ibuprofen,Cardio,Nortriptyline,Prednisone,row
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Vitamin d
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Nasonex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Coffee
,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin D3
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Pataday
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Creatine
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Clonazepam
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Zofran
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,gluten free diet
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Ecural
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Synthroid
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Soluble Aspirin
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Buspirone
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,DLPA
,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psyllium husk
,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zantac
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,creative writing
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Valium
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,Multi vitamin
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,linseed
,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ligament Restore
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Ranitidine
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Probiotic
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Ventolin
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,Stretching
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Codeine
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Progesterone
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Spironolactone
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,Deep rest
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Physiotherapy
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Tian Ma Tou Tong - headache
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Magnesium
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Iron
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Multivitamin
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Ondansetron
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Panamax
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Mirtazapine
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Zoladex
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Migraine Diet
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Mezavant
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Pain management
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,,2.0,0.0,,0.0,,0.0,2.0,0.0,,2.0,,Vitamin B
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Sertraline
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,2.0,,2.0,,2.0,0.0,2.0,,0.0,,Fish oil
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,,,0.0,,0.0,2.0,0.0,,2.0,,Vitamin B complex - 50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginger
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,,,0.0,2.0,0.0,,2.0,,Wei Te Ling - heartburn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-nausea pills
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,,2.0,0.0,,2.0,,Vitamin a
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,,2.0,,0.0,,Standing desk
0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,0.0,,,,0.0,,0.0,,2.0,2.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,0.0,2.0,,,2.0,,Ibuprofen
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,Cardio
2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,,,,2.0,,2.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,,,Nortriptyline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prednisone
