Congestion,5
Hayfever,6
Misery,2
Knee pain,138
Swelling - hands and or fingers,2
Agitation,24
sulphur burps,1
Scleritis,3
Groin pain,2
Arousal,3
Fibro Pain Shoulders Arms,1
sacrum pain,1
Right ear pain,1
Fibro pain in arms,1
Pyoderma Gangrenosum,3
Narcissism,1
Painful intercourse,2
left leg pain,8
vulvodyna,2
Stiff Fingers,3
Blood Clots,3
hot flush,3
Sleeping during day,1
Forgetfullness,2
Scent Sensitivity,4
Discolored Urine,2
Hand Finger Ache,3
Distended stomach,13
Panic Attack,19
Flashbacks,11
Dyspneu,1
Talking problems,4
Neg-Stimming,6
shakiness,9
Tiredness,25
Duration,1
feeling faint,2
panic attacks,33
Unrefreshing Sleep,29
constant hunger,8
low blood pressure,17
Morning pain,1
Happy,11
burning elbows,1
Inability to regulate emotions,3
Gas,83
loss of balance,15
Peeling skin,6
Genital Ulcers,4
Wind,5
Arch Pain,2
Sinus Drainage,3
left hip pain,4
lung reactivity,1
rabbit poo,4
Obsessive Thoughts,3
High urine output,1
self harm thoughts,1
Period cramps,1
waking up at 4-5 am,2
Anaphalaxis,1
Ankle issues,1
blood in stool,8
Dizzyness,1
Whole body pain,2
Acid Reflux,59
lack of self care,1
Phonophobia,1
Wrist Stiffness,2
Enlarged thyroid with nodules,1
Nasea,1
Dry eyes,18
iron deficency,1
warmth in thighs,1
difficulty organizing,1
ribs,3
lack of focus,11
Bladder frequency,8
trouble focusing eyes,2
Absent minded,3
Strength,6
Floaters,3
Red spots on scalp,1
Stomach aches,1
sneezing,12
Lump in throat,1
Swelling - feet and or ankles,2
Apathy,11
heavy chest,1
Head Pain,20
Emotional,12
Esophageal Pain,10
expressive aphasia,2
Itchy inner ears,1
GI pain,1
Disordered eating,1
Low motivation,21
Noise Sensitivity,22
Raynaud's,12
Thumb pain left,1
Shoulder tightness,3
Stuffy nose,9
Knee swelling,2
Joint cracking,20
Alertness (best during the day),1
Dry nose and throat,2
right leg weakness,2
Urinary urgency,16
Nap Length,2
Loss of appetite,46
adrenaline-chestsqueeze,2
Weakness,54
Arthritis,65
Hyopomania,2
Awakenings,2
Feeling hopeless or worthless,1
sore eyes,3
Neck/Upper Back Pain,1
clustr adac,1
scalp pain,3
Wrist pain,51
thoughts of self harm,1
Memory Problems,21
Ingrown nails,1
Muscoloskeletal Pain,3
Cognitive problems,1
Sciatic nerve pain,1
low pain pain,1
Cloudy urine,1
Body tenderness,1
Bowel problems,2
Fibrotic dysolasia hip,1
Decreased appetite,16
Dislocated ankle,1
Lower abdominal pain,1
Hearing loss,11
Dislocated finger,1
Feet Numb,5
night swe,1
pelvic floor muscle spasm,3
Excessive yawning,1
Sleep Paralysis,6
complusion,5
Chronic widespread pain,2
General Pain,2
Pain in between shoulders,1
Heart Rate,25
Appetite or binge eating,1
Menorrhagia,2
Bad Dreams,2
T.M.J pain,1
Inflammation,20
Skin rash,1
Stool color & texture changes,1
Sight Loss,2
Jittery,1
Fell twice,1
Risky behavior,1
Emotional State,2
Social anxiety,31
INR,3
pathogical lying,2
burning hands,2
Dripping Nose,1
Nap Count,6
crisis,6
Muscle tension,3
slow reflexes,5
Lower Back Pain,69
Tension headache,23
Passing Blood,4
gassy,10
Neck and shoulder pain,1
e - cliffbed,2
Fibro pain in back,1
purge,1
Join Paint,1
Snoring,2
Post-Shock weakness,2
Stomach cramps,82
Vitamin D deficiency,6
Lie down now or fall down,2
IBS,117
Difficulty making decisions,2
Cold Extremities ,18
stuck food,1
Full body ache,1
Discomfort breathing,3
cold or flu,2
Unable to support head,2
Lung Pain,14
Menstruation,11
Neck pain,202
Poor hygiene,1
Pleurisy,3
Red bumps on feet,5
Bedtime,4
Subluxation,23
Burning urination,1
Numb fingers,7
shaky,1
Fatigue and tiredness,150
tingling in arms,2
Tremoring,2
Allodynia,19
Chest pressure,6
GERD,63
Distorted time sense,7
Snacking,1
hyperrhidosis,1
Burnin legs,1
Burning Muscular Ache,1
Unsteady gait,1
lightheadedness,48
Poor Appetite,9
Lack of Interest,7
Bloody Stools,25
Physical Tiredness,3
Skin breakout,1
Mucus,16
Bowel incontinence,3
lip cold sores,1
Tired Legs,1
Bowel failure,1
Prickling stinging burning legs or arms,1
Worry,11
Vaginal itching,2
difficulty walking,1
Itching palate,3
Excessive sweating,19
Low appetite,17
right side pain,1
nail bending,1
Muscle spasms,53
Lack of productivity,1
Grumpies,8
Disequilibrium,6
Meteorism,2
Trembling,1
Impaired Concentration,2
Lack of concentration,2
Joint weakness,16
In bed on time,2
scatterbrainedness,2
Psychomotoragitation,2
hotness,1
flare,11
Mood high,2
Inability to make eyes focus,2
Craving red meat,1
Restless legs,7
Dull pain,2
right wrist pain,10
Nail biting,1
Chocolate craving,1
Nauseau,5
tingling,9
The need to nap,1
Aphasia,13
Urinary Frequency,10
tactile sensitivity,4
Coccydynia,2
Temperature Regulation,3
Focus Problems,1
Sleep attacks,1
Gender dysphoria,3
Bone pain,18
Talking tiring ,2
overly talkative,1
hand stiffness,10
low self-esteem,3
Hip tightness,2
self confident,1
Cold nose/Fingers,1
voices,2
Calm,30
SI pain,1
Auditory hallucinations,1
Lupus rash,1
Low grade fever,2
Frequent urination,18
tintelingen,1
Fatigue ,42
Eating problems,8
Stomach upset,2
Narcoleptic episode,1
Enlarged Lymph Nodes,2
Burning sensation rt foot near heel,1
Stomach hardness ,2
Speech stuttering,1
Vaginal dryness,2
Self-Loathing,11
acute asthma attacks,1
Cluster Headache,1
Difficulty with speech,6
cold symptoms,2
Dysphagia,3
Stomache ache,3
Cough/ cold/ flu,1
Long Term Memory,4
Plurality,2
walking,20
Ankle Swelling,2
Osmophobia,1
whole limb pain,1
slow,4
pattern sensitivity,1
Upper abdominal burning,1
Muscle ache,39
Post-nasal drip,1
Twitching jumping,1
Numbness,29
Mouth sores,23
Sleepless,1
Woke from sleep,2
Body aching,82
Trouble remembering,1
Muscle,1
Bloody nose,1
Allergic dermatitis,6
Earache L,2
Sleep Drunkenness,3
Earache R,2
Anger,31
Sperm Color,2
vision,4
Cramps,33
psychopathy,3
lethargy,16
POTS,56
Gut pain,10
Upper right abdominal pain,1
Dental Issues,3
Right Elbow Ache,3
psychosis,5
Postural hypotension,5
Tmj,1
Unable to follow a storyline,2
Tinnitus,39
Itching,31
Leg cramps,1
Urinary retention,2
Facial pain/stiffness,1
Middle Back Pain,18
over heating,5
Heat sensitivity,1
proprioception issues,5
cortisol,2
Nighttime dyspepsia,10
Hands Numb,7
Ooze,1
Nasal congestion,30
Indigestion,9
Visual snow,3
Gastritis,12
hypoglycemia,8
temperature-sensitive lower body,1
Rhinitis,1
Cold fingers,2
Myofascial Points,3
Left Elbow ,2
Uncontrollable sleep,1
Trauma related anxiety,2
teeth hurting,5
Bunion Pain,2
dislocations,31
Chapped lips,1
Finger pain right ,2
PEM,2
Edema/Puffiness,1
IT Band,2
Pain,149
Gastrointestinal symptoms,25
Vertical ridges on the fingernails,1
exhaustion,32
Muscle pain tummy,2
coughing,6
Sensitive anus raw,1
Nasal cold sores,1
Boggy Muscles,1
Jaw Clenching,5
Spot Severity,2
Itchy Face,11
Toe pain,5
pelvic cramping,1
Asthma,122
puffy face,1
Hot flushes,2
muscle tightness,1
Migraine aura,4
Eye sinus jaw pain,1
ear pain,2
PMS or weakness affecting training,2
achilles tendon pain,1
Craving salty food,1
SI Thoughts,3
no sleep at all,2
Trouble understanding words,1
Regurgitation,1
sickness,3
Long sleep time,1
left knee pain,10
Itchy Nose,3
Droopy eye,3
Stiff Back,2
Tinnitis,1
Vomiting blood,2
Leg heaviness,1
Hand arthritis,3
Difficulty concentrating,61
occipital neuralgia,10
edema,9
Painful BM,1
e - silence,2
Total Body Pain,1
bloa,1
PTSD,36
Compulsively Scratching Scalp,1
Dysarthria,1
test,8
Numbness fingers,6
secrecy,1
Swollen eyes,4
Bowel Urgency,20
vague,2
Getting Lost,2
undigested food,4
Spotting,11
Uncomfortable,5
Flat affect,5
Ear ache,7
Loss of interest in usual activities,1
muscle joint pain,1
Dry eye,51
Aural fullness,1
fast pulse,1
migraine evening,2
back muscle spasm,1
extra hunger,1
Arthritic pain,1
mood,16
Feeling hot,5
Temperature Disregulation,1
Pain level,1
Calf pain,3
hives,13
dyspnea,2
Infilmation,1
annoyed easily,1
Difficulty breathing through nose,1
Achies,1
Sjogrens syndtome,1
gas pain,3
Scared,2
Inability to brain,1
Angioedema,5
Bartonella rash,2
Wind fever,1
Tears or weeping,1
Microsleep,2
Trouble Sleeping,4
sleep deprivation,1
Disorganized Speech,8
Esophageal Reflux ,4
Tingling in hand,16
Cold sensitivity,1
hyperglycemia,1
Low back pain,12
Am congestion,1
Neck papule,2
Knee stiffness,2
need to pee,3
Feel fragile,1
Hip pain left,4
water retention,5
Rectal pain,10
Daytime lie down,5
Unability to think,1
Menstrual migraine,2
Excess eating,2
oxygen deficiency,1
The Stuck,2
itchy privates,1
Dermatitis,2
Unsteadiness,3
Dry cough,3
Morning Stiffness,10
PEM - from Mental or Emotional Strain,2
Swirling patterns,4
Skin sensitivity,2
Slept Badly,3
social avoidance,1
Flatulence,1
Getting out of bed,2
inflammation of ribcage,1
Tender Lymph Nodes in Arm Pit,2
Hemorrhoid,12
Jumpiness,6
burning feet,18
Intestinal gas,1
Buzz in ears,1
migraine headache,1
Pain/discomfort with BM,1
Thoughts of self-harm,2
Photosensivity,3
Hypomania,15
Breathing pain,3
Feeling worthless,7
Taste sensitivity,1
Extreme Daytime Sleepiness (EDS),1
PAC ,2
Finger pain,33
smoking,1
tendon pain,2
Rigors,1
Numbness face,2
Menstrual cramps,47
Unable to make decisions,3
Auditory sensitivity,1
Skin itching,1
Safety behaviours,14
fall,2
Ringing in ears,22
Weight gain,31
Diarrhoea,4
Machiavellianism,1
Hot flashes,22
Feeling weak,3
migraine pain,3
Muscle cramps,23
Stomach spasms,1
anxiety level,1
Interest,2
mensturation,2
Flatulance,1
Right Shoulder/Neck tightness,1
Pain in salivary glands,1
Lightheaded,1
Ovulation,2
Asthma attack,4
Buttock pain,6
Urinary Hesitation,2
Skin discolouration,2
Fecal incontinence,6
Daytime temperature fluctuations ,3
Chronic pain,96
Disorientation,3
loose,4
STARTLE,2
hopelessness,4
Executive dysfunction,8
Widespread Pain,12
skin and scalp,1
Muscle twitching,24
scalp itching,4
Dry skin,40
Seeing flashes,3
Black Spots,4
Compulsions,2
Hand and feet circulation,1
Morning Depression,1
Pinching pain,2
Low-grade fever,5
Teary,7
social disharmony or stress,1
right shoulder pain,4
Finger swelling,10
Double vision,5
Leg muscle weakness,2
Anxiety attack,1
Trigger Points,3
Depressed,8
misophonia,3
stutter,3
face burning,2
Air hunger,3
Right Kidney Pain,1
Night itching,1
excess daytime sleepiness,32
Magical thinking/delusions,1
Body Temperature Fluctuations,1
Self Harm,39
Migraines,25
Sweating,18
intestinal pinching,1
Stress,46
deaf in right ear,2
right ankle pain,3
lack of self confidence,1
Brushed Teeth,1
Injury,1
Fasciculaties,1
desperation,2
Muscle pain legs,3
Drowsiness,9
Skin Pain,3
Leaden Paralysis,2
High blood sugar,1
left wrist pain,10
Dreams,6
itchy eyes,12
Bright eyes,2
Vulvar Pain,13
Fever,47
blood,3
Inner trembling,2
Difficulty following a story line,2
feelings of worthlessness,3
Sore hands,2
Splitting,2
intestinal spasms,1
Depression,547
right arm pain,2
Arm weakness,1
Nodule on right thumb,2
Joint redness,2
Retinopathy,1
Thumb pain right,2
Psoriasis,49
Nasal sores,1
Extreme tiredness,1
Visual disturbance,3
afternoon sleepiness,55
Smell sensitivity,12
Hypersexuality,2
Worried,5
Spaced out,1
Sore tongue,2
Overly self confident,1
Legs numb,2
peripheral pain,2
Raw,1
Acute pain,5
poor body image or body dysmorphia,1
Runny nose,17
eye sight,1
Crying,67
Tiredness (worst during the day),1
Bladder spasms,3
Back pain,302
Self-neglect,14
Dystonic episode,3
spinal pain,1
nerve pain,48
stigmastis,4
ms hug,3
Feverish,1
Poor sleep quality,6
deja vu,2
Canker sore,3
Body image,2
Pounding heart,2
Butterfly rash,2
Bleeding,1
no relief from meds,2
Tantrums,1
Eczema,44
overall pain levels,1
Eardrum Vibration,2
Pelvic pain,33
Falling asleep,3
sublexed,1
dejavu,1
Weeping,2
Painful evacuation,3
Joint stiffness,46
Muscle discomfort,1
Procrastination,4
Mastalgia,1
Ankle pain,53
Antibodies,4
Unable to Communicate,3
Heaviness in hands,3
Urge incontinence,2
Finger pain left,2
Tenesmus,7
Phlegm,2
Tingling in legs,1
Hunger,15
Tooth sensitivity,3
Limbs falling asleep,1
ears clogged,1
Exceptionally sad,4
Concentration,17
Self worthlessness,1
Myclonic Jerks,1
diaphragm spasm,2
Internal hemorrhoids,1
Arm pain,46
Eye strain,5
deaf in left ear,2
Stomach Pain,417
Hair loss,30
Confusion,16
Cracks in corner of mouth,1
Myofasial trigger points,1
flares,2
Amount of sleep,1
Fibromyalgia,371
lack of balance,1
Breast pain,10
Eye focus,1
Mood swings,68
Acute injury of last week from mammogram,2
Decrease in hearing,1
Loose joints,6
Headache or migraine,2
migraine other,2
Headaches,91
swelling,20
Altered mental status,38
Focal Neuropathy,1
Feeling hopeless,9
Burping,3
Itchy skin,20
nervous,2
Stabbing pain,1
red and irritated eyes,1
cysts,1
Dental pain,3
Vaginal discharge,4
Back pain from shoulder Immobilizer,2
Perseveration,4
Picking or Plucking ,2
Onychophosis,16
Cold feet,25
Sharp pains,1
blood sugar,6
Peripheral neuropathy,27
Full body pain,3
High libido,2
Fibro pain in neck,1
Tight Forearms,1
Shooting pain,3
Jaw fatigue,1
feet cracking and painful,1
Alertness,2
Central Nervous System Impairements(respiration & swallowing),1
Low urine output,2
Swollen hands,1
Hours Worked,3
suicidality,3
Paralysis,5
Cravings,1
Exercise Intolerance,18
Under eating,1
Diahrrea,1
Colon Pain,2
Dehydration,12
abdominal cramps,3
Happiness,15
Urinary Incontinence,8
Trouble finding words,10
Temperature,7
Overwhelmed mentally,1
Diarrhea,326
Palpitation and Nervousness,1
Intestinal cramps,1
salt craving,1
Spasticity,8
Tight mid/lower back,1
Flaky scalp,5
Loss of speech,1
Chest burn,1
Swollen lymph nodes,9
adrenal surges,3
Cold,25
Chronic Fatigue,1
bowel pain,1
Cognitive problems (consentration memory brain fog finding words),1
Desire to eat sugar,4
Period Flow,2
sleep disturbance,3
Wheezing,18
Dark circles under the eyes,6
Shaking hands,14
Binge eating,9
aches,10
Nihilistic,1
itchy,33
atonic seizure,2
Dysphoria,5
Joint laxity,2
depersonalization,3
photosensitivity,1
Migraine hangover,2
Pain after evacuation,2
Obsessions,1
Racing thoughts,11
Nocturnal Emissions,4
Inability to focus,3
Altered Sleep Schedule,18
Auric Migraine,1
difficulty waking up,16
Gastric Pain,1
Thirst,5
Vocal tension,2
Right thumb pain,2
Light sensitive eyes,2
dissociation,21
Vision loss,9
Anxiety ticks,1
Adrenaline effects,2
Blurry Vision,3
Ease of Walking,1
Chest pain,133
Tummy ache,7
Hip pain,123
Burning knees,1
Pinpoint chest pain,1
Wound Site Pain,1
Acid Joints,1
Suicidal ideation,23
Pain affecting sleep,1
Attention deficit,3
Toothache,8
Loose left knee,1
ulcers,1
Low libido,15
fatigue morning,2
Episode,2
gastroparesis,4
Stiff hands,4
muscle pain ,3
Forgetfulness,14
physical discomfort,1
cystic acne,1
sleep drunk,14
Communication Difficulties,1
Jaw pain,79
Tunnel vision,4
transposing words and numbers,3
Sleeplessness,22
Right hand cramping,1
Blurred vision,33
Night sweats acid,1
Muscle pain,166
Irritability,50
trouble formulating verbal words,1
Chest tightness,3
right leg pain,2
Gut cramping,1
Body Swelling,1
Night sweats,21
Gallbladder pain,1
hypnagogic hallucinations,3
Ear issues,4
fearfulness,1
Vulvar Itching,5
Bloating,114
bursitis,2
stomach issues,1
Pneumonia,3
Emotional lability,1
Aura,5
Rib pain,36
Red Cheek Spots,1
Upset tummy,2
cramping,9
workout soreness,1
Blisters,4
Cold nose,6
Derealization,10
Dry throat,2
Falling asleep while active,1
confusional arousal,1
Allydonia,4
Suicidal Thoughts,17
Dark vision right eye after sleep ,2
Goiter,2
Feeling bad about self,1
Spine pain,1
Vaginal odor,1
pins and needles,7
Sensitive to cold,2
Skin picking,1
Anemia,40
muscle soreness,15
Lower intestinal discomfort,1
popping of joints and bones,1
Disassociated,1
arythymia,4
Facial flushing,1
Allergy,49
Painful sleep,13
Bad breath,2
food cravings,11
Intestinal pain,24
Tremor: Right hamstring,1
Change in appetite,1
periodic limb movement,1
Pain in Extremities,1
Legs buckle,2
Spoon Count,1
Nihilism,1
Angry hungries,1
Migraine aura or prodrome,6
Day sweats/chills,1
Generalized pain,2
Feeling Full,6
lower body pain,1
Sinus,8
Hyperinsulinemia,3
Blackouts,1
skin rashes,27
Rapid heatbeat,1
breathing,3
Lack of Appetite,3
Cognition,1
hyperstimulation,1
Hyperventilation,5
Rapid Weight Gain,1
Digestive distress,24
Facial Pain,15
Face pain,1
post nasal drip,3
rib stiffness,1
Hiccups,1
Sadism,1
Fatigue flare,1
weepiness,3
weak lungs,1
Paresthesia,9
sciatica,8
Random isolated pain,2
Panic,10
Sinus infection,1
Headache,516
Facial numbness,4
Olfactory hallucinations,1
Seasonal Allergies,4
burning skin,6
bruxism,2
Abdominal cramping,1
Anal itching,10
Dull,121
Feet cramps,3
left arm pain,3
Numbness toes,14
Bradycardia,1
Itchy throat,2
Energy,23
Can't Get Myself together on Time,1
SIBO,9
Out of bed on time,2
Chronic Uticaria,3
Neuropathy ,18
Excessive saliva,1
Urinary Pain,21
Tailbone Area Pain,2
Compulsion,1
Grandiose thinking,1
Fluid in knee,2
Tight neck,1
Arm joint pain,3
sensory sensitivity,1
Neglecting oneself,2
thick or furry lung feeling,1
Widespread Bone Pain,2
Blushing,3
endometriosis-type pain,2
Feeling nauseas,2
Tender Lymph nodes,3
Tremor,28
Dizziness,227
extreme thirst,2
Drooling,3
Heartburn,46
Period,15
Increased appetite,25
Feeling unable to cope,3
nerve tension,3
Feet swelling,9
Breathless,2
Clammy head,3
Uterine pain,1
Excessive talking,1
Blocked nose,1
Bad taste in the mouth,2
Post-Exertional Neuro-Immune Exaustion,1
Bleed,4
muscle weakness,49
Brittle nails,3
Throat tickle,1
Sadness or teary,2
Metal Taste,3
Tightness,14
Constipation,199
Legs Tingling,11
Right Hip Pain,11
Weather,1
Extreme dry mouth,1
Stomach acid,3
Reaction to spicy foods,1
sudden urges,3
Lack focus,1
cognitive distortions,1
Back stiffness,2
Photophobia,5
anal inflamation,1
Alcohol consumption,1
Orthostatic Intolerance,10
Pressure,4
Broken skin,1
Weak smile,4
quick to anger,1
Loss of temperature sensation,1
Hand pain,68
Hungry,12
physical state,1
Burning on soft palate,2
Dystonia,3
Leg pain,87
thumb pain,1
Light sensitivity,27
FBGL,2
Watery eye,1
pain after sex,5
confused body temperature,2
Foot pain,68
Red spots on the skin,5
neuropathic pain,3
Fainting,19
Little interest in things,1
temperature sensitivity,17
Weird elbow feeling,1
Hypersensitive skin,3
isolation or loneliness,1
Temperature Fluctuations,4
physical fatigue,23
Ptosis,2
Joint swelling,28
thrush,3
Specific Pain,2
creative energy,2
Flake,1
Ear feels full,1
Red streaks on the skin,2
Alogia,2
Left eye twitch,3
pancreatic,6
Lower pain,1
Queasy stomach,1
Tingling on head and face,1
Tingling in feet,11
Elbow pain,32
Swollen throat,6
Low Salt (itchy gums cranky sore muscles),3
Syncope,3
Migraine,287
Sudden fatigue,1
Body dysmorphia or poor body image,2
bad breathing,3
Flushing,17
Exercise,17
Healthy sleep,4
Left rib swelling,1
hirsutism,3
PANDAS,2
Swallowing Difficulties,1
Lack of Motivation,22
Joint dislocation/subluxation,1
bleeding in nail beds,2
Swollen nose,2
Muscle stiffness,1
Numb Toes,2
left ankle pain,1
Word swapping,2
Eyeball swelling,1
Too cold,2
Absence Seizure,9
low pain on sitting,2
Low blood sugar,3
Cold sores,1
Right shoulder twitch,1
Period Pain,8
Yuck tum,1
increased rate of speech,3
Unusual behavior,1
Catastrophizing,2
Swollen ankles and/or swollen feet,3
bowel movements,43
Stiffness,57
Pain Storm,2
Magical thinking,2
Crash Day,10
Left side pain,1
Impulsivity,14
pre-syncope ,21
Dysuria,1
Bleeding gums,4
heart palpitations,29
dandruff,6
Post-op shoulder surgery pain,3
Stiff neck,34
Emotional detachment,1
Loss of consciousness,1
Hip pain right,4
Body Focused Repetitive Behaviors,2
canker sores,1
Urinary tract pain,1
Wrinkles,2
malaise,12
swollen ankles,2
Feet and ankle pain,1
Shooting pain in legs,3
Sonophobia,2
Anaphylaxis,5
Sweet breath,2
Numbness foot,1
Rectal incontinence,1
suicide urge,1
Dry mouth,41
low body temperature,2
dissociation/derealization,1
dropping things,5
Euphoria,1
Need to lay down,2
Words in wrong order,1
drain blockage,7
Restless leg syndrome,11
Toss and Turn,1
Oversleeping,42
Patches on tongue,1
bowel spasms,1
Muscle trembles,2
bad blood circulation,1
Body pain,3
Hemorrhoids,4
Good poo,1
Pale skin,2
slowness of walking,5
Mental fog,3
Warm Sensation - Left Side of Head,2
Lower abdomen pain,11
Overheating,21
Dislocation,3
Blood Pooling ,3
Incontinence,4
Lumbar Pain,1
Missed menstrual period,2
ataxia,3
Compulsive Behavior,5
Left Kidney Pain,1
Poor Sleep,10
Indecision,1
Rapid cycling,2
No appetite,1
Difficulty swallowing,1
muscle aches,6
whiteheads,1
Restlessness,17
Deep Painful Acne,3
Sadness,28
Guilt,21
Gravity has Tripled,2
Instability,3
Cold hands,26
Shaking,14
L'hermitte's sign,2
Painful joints,1
hypotension,8
Random aches and pains,1
Sensory overload,20
Periods,4
vivid dreams,8
Feeling out of control or overwhelmed,2
Flashbang sound,1
Words in wrong order when speaking,2
Unmotivated,6
Low mood,26
productivity,2
Thigh tingling,1
Feeling overly excited & stimulated ,1
Sensory Sensisivity,3
Emotional disorder,2
Disassociation,1
migraine morning,2
Increased thirst,1
Difficulty concentrating or overwhelmed,1
Outdoor temp,1
painful urination,5
Thumb spasms,2
Poor mobility,4
injures,2
Hours Leisure,2
Compulsive behaviour,6
Abdominal pain,283
Post-Exertional Malaise,18
Vaginal bleeding,7
Short term memory loss,1
intrusive thoughts,20
Leg swelling,9
bladder pain ,4
Vocal outbursts,2
Off balance,1
Mouth ulcer,1
weakness on legs,1
Stiffness All Day,1
Grey out,2
Fatigue,734
poor emotion regulation,1
Too hot,3
Trouble holding focus/attention on task,1
migrating pain,1
sick,27
Lack of Consentration,3
Bowel cramps,1
Sensitivity-Hearing,2
Barometric Weather Change sensitivity,2
Circulation issues,1
Hyperactivity,8
Joint pain,394
Hypersomnia,1
crying or weeping,1
Anger or irritability,1
ovarian pain,9
Seizures,15
emotional eating,3
Fear of social interaction,3
bloating or inflammation,1
Muscle/joint stiffness/achiness,1
Joint Inflammation,1
Leg numbness,1
Wake Time,2
neckache,6
hungry often,1
Congested,4
Left arm numbness,1
Nosebleed,6
Skin,1
Pgad,1
Negative self-talk,1
Heat intolerance,12
Weight,10
Aches and pains,1
Ear flushing,1
Blocked ears,1
numbness (foot),2
food sensitivities,1
Withdrawn,1
hand tremors,1
sleep craving,3
overdid it,12
chilly finger,1
Over eating,1
Sleep Problems,19
irritated skin,2
impatience,11
Irregular menstrual period,1
PMS,13
Meltdowns,5
