Gluten,2
slept 12 hours,2
pancakes,3
yogurt,3
9 hours of sleep,1
Stayed in bed all day,3
sick chicken,2
yardwork,5
Hike,1
taught sunday school,1
hungover cocktails last night - the Everleigh,1
First Epidermal of low back,1
Feel numb,1
Canadian Bacon,2
Arby's,3
ate unhealthy,3
suicidal ideation,6
cat to vet,3
unrefreshing sleep,2
A little stressed,2
saw Chris,2
ate avacado with almonds and sichara',1
avocado lunch,2
Took a sick day,1
lots of walking,15
10 hours sleep,2
Infection,2
discouraged about return and progression of hyponatremia,1
feel guilty,4
Tomato,1
beach,2
headache after a nap,1
sore knees,2
medium sleep,3
Paleo sugar,1
Zoladex,2
slept in,38
Couldn't breath for a bit,1
worked,33
Ate s'mores,1
spin,2
wildnweird,2
good morning poo,2
Hurt feet,1
largely non-productive,2
Encouraged about GI,4
Hopeful in general,1
Stellara,1
Vacation,4
anger,2
didn't drink enough water,3
Missed lunch,1
very hot,4
Bible study night,2
slow morning,5
changed fentanyl patch,5
Went to Steveo's Last Night,2
lots of bending over,2
Panic Attack,19
every muscle sore to extreme,2
very nauseous,1
big argument with claire,2
early worktime,2
nachos,2
slept lots,1
Moved chicken coop,1
sleepy,26
low blood pressure,17
early night,2
high water consumption,2
Happy,11
Cat tantrum,2
Dinner out,2
I am overwhelmed by all of the medical and house stuff to do,1
only hand physio,2
enchilada,2
unproductive AM,2
Good morning,3
acorn squash,2
Slow AM,2
weekend shopping,2
House cleaning,3
Relocation conversation,1
stressed out about The Conversation with Claire tomorrow,2
and we played lotr trivia,2
Absent minded,3
exhausted from wedding/entertaining,1
2 naps,2
Poorly ,3
very early wake up,2
public transport fail,2
Albuterol Nebulizer,1
helped put up the christmas tree,2
sinus infection treatment,2
creative,4
fog,2
Sleep problems,1
treadmill,2
not in a rush,6
and shaved my legs,2
energy,3
shakey,1
presentation at school,4
Thunder storm,5
caved on dairy again,2
ate salsa,3
falaffel,1
Achy arms,1
No motivation,2
90 minute massage,2
Day 1,1
extremely hot weather,3
car travel,1
heat wave,3
physical exhaustion,3
out sick,2
Extreme naseua,2
mangos,2
soy,2
Sunday 9:30 stream,2
s-log,2
Better mood,1
no plans,2
Body ache,2
went swimming,5
hurts all over,1
Went for food,1
Awful,1
happy,106
opened blinds,1
Picked up thyroid medication,1
tv marathon,3
3 hours jewellery making,1
date night,2
a lot of muscle pain from washing my feet yesterday,4
Costco ,2
benadryl ,2
moved slowly,3
ate corn meal,1
read NHS powerpoint,2
better with food,2
Stomach upset - morning,1
bouncy,1
feet hurt,2
depo injection,1
Very late night,2
Stuffy nose,9
short nap,2
proud,3
numbness in toes,3
crumble,3
too much chocolate,1
fizzy drink,1
slept well again,2
Ran out of butterbur,1
Stressed about health,1
new bunny,2
Melbourne,2
Came home from vacation,1
Audrey Dom Esther and Brendan came over,2
congested,3
Errands,10
steps:1352,2
Stomach flu,3
couldn't sleep because homework,3
post-exercise fatigue,1
spent day in bed,5
Extra fatigue,1
unhappy,3
Back Home ,2
Ate crab,1
ride didn't show,2
really awful nausea,2
sharp nerve pain,5
Yelled at by driver - made me cry,1
Day 2 of D-ribose allergy,2
medium tiredness,2
10K steps,3
fatigued,14
Kalb,1
Slept a lot,2
writing work,2
missed zoloft,1
subway,3
masturbated,6
still very tired,2
rainbow belts,2
more than usual that is,1
skipped ADD meds,2
and now i'm kinda dying,3
Friends visited,1
emergency cat vet trip,2
too much work,1
made challah,2
Emma,2
funeral,4
Another great day!,2
didn't leave the house,10
12 hours of sleep,1
Mystic SMF,3
did nothing,4
studied,18
Pain easier,2
yay adrenaline,2
Gallbladder,1
Visit from Declan,2
terrible stomach reaction,1
Drooping eyelids,1
If it's not better by monday i'll have to see a dr,2
tingling hands,10
Broken sleep,1
dentist visit,2
flareup,2
no explanation,1
positive,4
angry,15
left house,4
Morwenna's leaving drinks,2
Esther visited,1
In the heat,3
Brittle hair,1
jewish festival,2
new issue,2
Re-twisted ankle,1
which is good,2
pooped today!,1
really fun evening,2
threw up at the gym,1
spaced out,5
goodwill shoppinh,1
food reaction,2
relaxed day,2
vegg,2
risk of cross-contamination,2
Tylenol,19
Melatonin,18
lunch at restaurant,2
Jeremy Corbyn,2
New food,1
forgot homework,3
hate everyone coughing,2
got up to see meteors,2
Skyrim,1
toes hurt,3
achey joints,3
laundry,11
tight neck,1
lots of dust,2
no walk,3
good times with friends but bad times with food,2
17K steps,2
date,5
twitching alot,3
pigtail tail,2
stress,6
long shopping  trip,2
15.5 hours of sleep,1
Kaitlyn sick home,1
mango,6
roller derby,2
ate butter,2
no fucking Internet,1
elbows sore,1
cleaned closet,2
Encouraged,1
migraine day,17
It was a bad idea,5
eat two Luna bars,1
First day relapse,2
ate breakfast,324
lots of period cramps,2
snuggly cat,2
middleschmertz,2
crash day,6
high humidity,3
knee brace,1
stayed up a bit long,3
afternoon fatigue,2
alcohol yesterday,3
Still recovering from travel,1
Hiding,1
insomnia,13
traveling (car),1
messaged tony,2
did lots of cross stitch,2
cold/flu,2
no food until well after noon,3
drank a lot,3
Discouraged about increase in shoulder pain,1
Hopeful about everything BUT shoulder,1
tired in eve,1
3 drinks,2
mexican dinner,2
head didn't like laying down,1
I feel lifeless,1
ate eggs,4
trauma,2
broken sleep,5
hairdresser,1
wore bad shoes,2
ate garlic,2
Kind of relaxing,2
got stuff done,2
Into the city,1
training,2
commecting to myself,1
Better sleep,1
napped well,3
but then i had a 7 hr nap and i was good,2
remembered errands,2
headaches for most of day,2
picnic,2
city,1
cobb salad,3
work day,5
Float spa,1
Played derby,1
spoke to doc's secretary - heard about next scan,2
Topiramate,16
frequent dislocations,2
Doctor's Appointment,9
worked in sketchbook,3
Depressive episode,1
floppy,1
but i think i've found a solution,2
wee to QE,2
Picked up food hair appointment,1
didn't leave my room all day,1
boyfriend,1
Wizard Con,2
slept well,11
Weeded garden,1
depressed,38
so-so,7
rehab,1
minimal exercise,1
cinnamon roll,2
counselor,3
overexerted,2
nausea after meal,2
Stuck in bed,7
argument,9
mr singh's,2
sad,30
PTSD trigger,1
abby accidents,1
deadlifts,2
slept not alone,2
sas,14
anna's suicide,2
OK work day,2
red pepper,2
zoo,1
ritalin comedown,2
Bad day,6
bad ,2
Aspie,1
steak 5mins rest scissors,3
Left work,1
lifting things,1
rough start after a 12 hr sleep,2
but it shouldn't take long to even out,1
drive,2
Feel needy,1
Groceries,6
tooth ache,3
jittery,1
Felt better after walk,3
Sore in the morning,1
Vegan grindhouse,2
still on keflex,2
walking,20
lots of napping,3
Kenilworth to see Derek,2
Went to hospital,2
migraine yesterday,3
fibre,2
slow,4
"Flu-ey",2
tears,2
didn't move much,2
Having my period,1
Kept moving,2
also chamomile is evil,2
raaage,3
psychiatrist,3
ate three meals,5
Assignment Due,2
woke up (wet),2
stayed at ben's,2
also first day without the girls,2
Walked Byron,1
worried,56
not sure what's causing it,2
craving sugar,2
Started cycle,1
sticky shift,3
twisted  ankle again in the dark,1
Balloons,1
Stiff neck,34
rested all day,1
Additional abdominal pain on lower left,1
missed Vyvanse dose,2
Left work at half day,1
I did at least 10 loalds of laudry,1
starting to catch a cold -,1
pushed self,2
acidy day,2
outdoor tidying,2
2nd day on keflex,2
ate spicy food yesterday,2
Soy Sauce,3
last appointment with noah,1
forgot lunch,3
intense dreams,2
afternoon crash,4
feeling of guilt and worthlessness,1
It was going to rain,2
dislocation,4
cramps,13
portfolio work,2
bad cfs,2
vacation,25
Saw fireworks,1
Vets,3
reflective,1
ride home was late,3
Skipped dinner,1
rest day,15
May's packing,2
hopefully a long sleep tonight will end it anyway,2
coughing,6
Breakfast out,1
Long sleep,2
stomach bug,3
queasy,3
very bad nausea,1
Little alcohol in food,2
Improving ,2
zonked,2
3 hours homework,2
Alhamdulillah,1
blah,6
toothache,2
double zyrtec,2
reading and relaxing,2
morning stiffness,1
INR appointment,1
High fatigue,1
mini golf,2
Wobbly brain,2
chuck's funeral,2
Fun with friends,1
brushed my teeth yesterday,2
Want to work,1
workout,4
Visited Family,8
Went to walmart,1
UTI,3
Anna attempted suicide again,1
wired,3
endocrinologist appointment,3
hot weather,27
Went to a festival,1
Play party,1
pacing,2
Walked lots,2
skype (15mins),2
A lot of Stairs,1
grumpy,6
fell back asleep unaware,2
Feel awful,1
lunch with mama,1
afternoon coffee,4
sensory play,2
forgot tasks,2
More and more nihilistic,1
Sunday Funday,2
fast heart rate,1
No milk,2
lots of pain,2
traffic,1
Slept extra,1
Walkathon,2
Sat outside in the sun,1
perked up around sunset,2
i've been pretty tired since.... and before for that matter,1
gluten free prezels,1
grouping,1
food hangover,2
might be getting a cold,2
Headache after exercising outdoors,2
different msm brand,2
Derp,2
ate almonds,1
Extreme hip pain at bedtime,1
I laughed for ten minutes straight,1
stomach cramping,3
interpersonal interaction,1
saag aloo,2
Lots of pills yesterday,3
curling stress,1
Super productive!,4
forgot meal,2
Rought sleep,2
had a bit of a rest day,2
ankle is still bothering me/swollen,1
Found out about cancer reoccurrence,1
6 days since enbrel,1
difficult to communicate with anyone,1
more energy in the evning,2
consripated,1
went to Doctor,1
back hurts,2
Dnd,1
so i'm kinda dead,2
Worked from home,3
Lots of appointments,2
low motivation ,2
skipped breakfast,4
I miss him but i fucked up,1
Pain ,1
Taco Bell,2
peaceful,1
job interview,10
very hot weather,15
Much family,2
no pills at breakfast,1
low sugars,1
medium stress,2
slightly spicy pepitas,2
lots of people,4
ate a slice of cheese,2
Frazzled,3
exhausted,44
Thursday,1
Hot,5
Light dinner,1
first tried finbarrs then had to go to rosaliee,2
empty reservoir,6
tranquil,1
one IPA,2
transport woe,2
cream,2
yoga,10
Just Back from Robert Waghmare's,2
introspection,2
Hazmatt,1
awake during the night,2
not able to do anything - tried Relpax didn't work this time,1
Went climbing,2
Last day of three day vacation,3
Sun exposure,2
hot office at work,1
Afternoon mini flare,2
very bad sleep,5
Pms cramps,1
Took it easy,2
Did pilates,1
II camp,2
half avocado vegg white bread,2
intense bowel movements,4
Exercised,3
Started period,3
cyr wheel,1
a bit of nausea,3
hopefully i won't get too much payback for it,1
bleeding after sex,1
tidying lab,3
appointment,2
i seem weirdly okay,2
patirnce,1
Babe picnic,1
painsomnia,2
sexual activity,2
grumpy animals,2
rommate not home,2
Mild stress,1
rice drink breakfast,1
manageable pain,1
Darrell,2
cancelled plans,4
STI check,2
hypoglycemic episode,2
fast food,10
feeling down,8
Took a nap,1
PTSD episode,1
got a new mouse,2
new pillow,2
cass,2
no exercise,3
chia pudding w coconut cream &sugar,2
sugar hangover,2
vomiting,3
last day of period,6
head pain,12
hip pain,5
Massage ,2
social,12
neck spasms,1
yogurt and fruit,2
Aerial hoop,1
Felt cold,2
indoors,2
Day after entyvio,1
Recovering from Migraine,2
nut roast,2
left the house,19
emailed friends,2
social ,2
At in-laws,2
3 and half years,2
4th sickaversary,2
Depressed,8
dad's birthday dinner,2
Wheelchair outing,5
warm fuzzies,1
feeling sick,4
mall,2
sahm,1
failed stats,1
lots of gas,3
bpal,2
sewing compulsion,1
Bunny snuggles,1
beef stew,2
didn't knit,1
not hungry,6
too much school,2
glutened,1
headless chicken day,2
hugs,1
depressed day,3
Anoyed,1
No school,1
low energy but functional,2
Visiting family ,3
public transportation,2
Sleeping problems,2
'bone tired',2
Woke a lot,1
small outing,3
Nervous,1
really bad day,7
No spoons left,1
drank lots of water,2
strenuous activity,1
got fired,2
ottawa,2
high pressure,2
Grumpy!,1
travelling,7
Mixed energy levels,2
Datefriend,2
backache,5
outside most of the day,3
cat scratches,2
coco pops,2
URI,1
very active,4
Did housework,1
too much social interaction,3
Mets game,1
had pelvic PT,2
freaking out,1
Methotrexate? Effect,1
scrambed tofu on toast,2
woke at noon thirty,2
flaxseed,2
burnt out,2
saw James H,1
long nap,3
Tramadol,36
Hike and got lost,1
eating out,4
migraine to er for injection,2
Chalet,1
lots going on,2
psychology,2
3 brazil-nuts,2
ate peppers,2
Sunburn,1
Tried something new,1
took all meds,3
Short drive,1
migraine notes,2
cut right index finger,2
Off sick,1
Poor sleep quality,6
Cleaned house,2
had car,1
housebound,2
had a pretty bad headache yesterday,1
9 glasses of water,1
ate well,5
Twisted ankle,1
Couldn't fall asleep - legs hurt,2
Teared up,1
spinach,6
at odds,2
tidied bedroom,2
abdominal pain after sex,4
not able to work,2
went to town,2
not productive,2
went out yesterday,5
struggled to get up,2
feels like i have been hit by a truck,1
Tired but a little less than yesterday,1
roommate issues,3
ironing,3
bad weather,5
ate cooked nightshades,2
short of breath,2
left sided pain,2
felt positive,1
cashew ice cream,2
Sunny,6
tough half marathon,2
Woke up for no reason at 3 am,1
feeling self destructive,2
ate pizza,3
orange and verveine tea,2
Late to appointment,1
busy day ahead,2
hyperventilating,5
2 cocktails,2
mint chocolates,2
gum pain,11
meh day,1
tiny dinner,1
time with husband,3
started on Cerazette,2
fatigued muscles,3
meal replacement shake,1
Fell asleep twice,1
off meds,2
too many things this week,3
determined,5
partly cloudy ,3
late evening,2
sore joints,5
which is awesome,2
Lots of cleaning,1
gross feeling ,2
150km yday,1
training at work,3
IViG,4
woken up in middle of the night by phone call,2
anxiety dreams,2
ate dairy,8
did chores,4
played games,4
kinda died,2
many symptoms,2
16K steps,2
virus,4
train into downtown,2
partly because i was dehydrated after a 16 hr sleep,2
upset stomach - gurgly and unhappy,3
lots of phone calls,2
Did some tasks,1
went out after work,1
Singing,4
ugh,4
emotional hangover,6
Barometer falling,1
and posted my blog post on fb,2
Did not sing in church,2
30+ weather,2
overwhelmed,4
skipped strattera,13
used oven,1
Gym,4
sean home,1
which probably means it will all blow up in my face soon,2
hyper japan,2
Grandma died,1
dependent,1
loose hips,2
sunny,6
Cooked,2
extremely sensitive teeth,2
Active all day,2
Frustrating,3
distraction,3
JLPT,1
cry,2
seperated,3
bad sleep,67
fragrance reaction,2
river,1
Right hand pain,1
social interaction,21
stayed busy,2
don't care about anything,2
sex,4
some poo,2
Fog,1
slept 7 hours,6
restless legs,2
so out of sorts I missed my MRI today,1
woke up with pink eye and cough like a 50 year old smoker,1
movie,1
guides,2
Very dizzy,1
mostly alone,3
nope,3
immoble,2
Kate brought Hamish over yesterday,2
could not leave house today,1
spicy mock beef,2
Brandy died; hjärta är sten nu,1
incident,2
death,2
Weights,1
neck massage,2
wrist pain,1
Fighting with people,3
leg pain,3
Feeling drained,2
church,5
vascular consultant,2
very sore,4
Walked the Dogs,2
Cold night,1
minimal snacking,2
2pm wake,2
resting,11
counselling,6
random digestive system flare,2
and esther came over,3
Harried,2
shabbat,12
nre,2
Hard work,1
bit stressful,2
awake,3
cat escaped,2
face hurts,2
Cried,7
day after The Conversation,2
probably shouldn't have,2
Church,3
Cold,25
Field work,3
hurt everywhere - hopefully therapy will avoid surgury,1
slept 8 hours!,3
book club,2
first day of period,28
therapy phone appt,2
Itchy,1
really painful hands,2
very very anxious,2
choking,2
watched Benji for an hour,1
went to bed early,2
house inspection,2
Found moldy pies,1
knitting,3
post-holiday,2
Daytime nap,34
Out all afternoon,1
Self-conscious,2
with friends,6
barometric pressure change,12
Had peach soda,1
didn't leave chantry,2
zombies run!,2
still a lot of fatigue but less muscle and joint pain,2
Karl,2
cut toenails,2
neck ache,2
ate a2 dairy,2
Derealisation,1
FWB,1
Worked out,1
cinnamon cake,2
very stressfull,2
rice crackers,1
social had power!,2
hate everyone,2
parents,8
Skype with C,1
crying,9
t shot,3
corncakes,2
feeling better now after the last two days of blood moon hell,2
fairly productive,2
did bathroom,2
maple syrup,3
Tossed and turned all night,2
Day off,19
low key day,3
i don't even know,3
didn't get enough sleep,1
Really bad sleep,1
off my meds,3
Ate lots of sweets,4
Thinktank,2
Project Day,1
nursing school paperwork,2
on edge,2
A bug bit me,1
possible cold,1
spinach risotto,2
Indian food,1
First day of cycle,1
fast paced,1
frantic to get to Scottsdale - panic attack - this is when i need axanx,1
barely left the house,2
forgot pills,1
too much chaos,2
Organic mostly,1
moderate weather,2
feel like I have been hit by a truck,1
good work day,2
emdofedge,1
netflix,1
nosebleed,2
cuddles!,2
difficult to move,1
Ate Terribly,2
Left house without breakfast,2
Mediocre,2
silk painting,2
ME ,2
chewing gum,2
thunderstorms expected,3
Siesta,1
Pain in lower flank,1
had a shower! finally!,2
ate lots,1
dry mouth,3
good day!,3
foot pain,3
Around people,1
First discovered breast lump left,1
day after a wedding party,2
second stool 13h,1
relaxed,30
overheated,5
Ear ringing,1
Anger at others,1
Left shoulder is killing me,1
Worn out from the weekend,2
Well rested,1
faking lying- everything is fine,1
civ,2
LosingMyJob,2
hot day,3
ehhhhhhhhhhhhhhhhhhhhhhhh,3
3 hours sleep,3
I don't remember what I did yesterday,1
trouble breathing,1
woke up with dry eye,4
got up late,3
BACK from Pinetop 4th of July-too much,1
Took 10 mg every hour,6
out to a bar,2
energetic,4
very physically active,2
ativan,2
did homework,4
Apartment finished,1
will hopefully fix my elbow problem,2
Sugar reaction,2
gc2b binder,1
napping,2
walked,167
big burger,2
Some book work,1
essay,3
didn't really eat lunch,4
Probably have some kind of bug,1
rapid mood swing,2
doctor lied,1
very fatigued,13
enjoyable,1
oh and i had a nap,2
some really bad back pain,2
long car ride,6
meh sleep,2
couldn't get home from supermarket,2
Becca Home (for Summer),2
garden,2
still waiting for cat test results,2
took sleeping pill last night,1
Candy,3
Exausted,1
terrible sleep,4
anxious,10
lots to do,2
I feel unlovable,1
an email from kate,2
neck pain,13
no dairy,4
No major exercise,1
Period,15
Lots of kitty love,1
Anxious when not active,2
Nurse,1
Temp 15c,2
ovulation,5
11 glasses of water,1
shivers,2
sweaty,3
derealisation episode,2
woke up in the middle of the night,1
caffeine free,3
6 hour nap,1
tried to exercise - but it wore me out - back in bed for a nap,1
Slept in amazing bed,1
while i sat in the study and watched a movie,1
Puppies,1
Pain clinic,2
too much,3
great,2
Energy,23
popcorn,5
unpacking,3
Organizing,2
Stress 2,2
slept through alarm,2
sleep till late,2
beans and baked potato,2
beef pot pie,2
standing,5
doubt,1
In city,3
very dry eyes,2
chiro apt,1
time with friends ,4
Raining,2
still upset over noel,2
Sugar in evening,2
better today,2
soy or tofu main dish eaten,2
stiff everywhere,2
Feeling speedy,1
emotional conversation,2
hurt all over,2
Feel Weak,4
Rested in evening,2
Nutritionist,1
lunch with a friend,2
tired in afternoon,3
Christmas,4
in bed on time,2
had a shower yesterday too,1
mother making lots of small jumps in decision making,2
Travel day three,1
Friends,3
slightly better,2
I feel like a burden,2
Cat ,2
Hazmatt stayed over,1
Hormonal pain,2
Bad stuff day,1
couldn't sleep because i had to catch the bunny,2
Bleurgh,1
Long drive,7
med resistant migrsine,2
8.5 hours of sleep,1
Stayed home from work,1
Stressed ,4
Late sleep,1
project work day,2
slightly stressed,1
been ill,2
ingress,2
cooked lunch,2
moved house,3
christmas day,2
started Equilibrant,2
cognitive distortions,1
loose shoulder,2
issues paper,1
last day of thesis,3
Triggered,1
bad morning,4
self harm,2
good afternoon at work,2
canned vegetable beef soup,1
plus lots of headaches,2
Woke at 3am,1
Sick and tired of being sick and tired,1
Hungry,12
headache seemed to get better after N,2
Social,3
second Zoladex injection,1
cleaned cage,1
ate grains,3
out to club,1
Sad,20
feeling sick to stomach,2
now sleeps,1
first block on low back,2
ok sleep,1
took shower,1
facial spasms,1
feel sick in light,2
Not much food,1
Anniversary,1
drop attack 1,2
Kinda worried,1
really painful hands ,2
gross feeling,2
Noise,1
Meeting,2
op shop adventure,2
Poor appetite,1
overstimulated,2
painful mouth,2
Noisy,2
Big moving day,1
slow day,3
Ate once,2
chilli,2
diminishing energy,2
slimfast,4
just woke up,2
Slugish,1
chilly,3
pudding,2
Amtiriptyline earlier,2
and kind of died,2
Late lunch,12
chills,2
Made step target,1
Started Deeper Holosync Track,8
JBR,2
Migraine,287
Was fine until beer,1
need proper alone time,2
festival,2
improved continence,2
cold feet at night,1
language learning ,3
painful,48
4 hrs sleep,2
tomato,3
co-op,2
job offer,2
Very gassy,1
burlesque,3
Semiproductive,9
did errands,2
Shoulder hurts,2
did the treatment thing too,3
walked dog,7
gearing up for big activity day,2
atetonkatsu,3
chore day,5
crazy day with the dog,2
Suuuuper urgent bathroom trip after 6PM,1
daytime zonk,1
OT Appointment,2
going outside every day,3
fibro flare,3
Cortney and Sandi visited,2
marks back,3
dishes,3
skip day,2
bleeding from rear,2
studying,5
Weekend Workday,1
spoke to Adam,2
hangover,4
Dogs,1
Focused,1
so waiting for that to happen,2
instead of just the 12 hrs then crashing,2
not active much today,1
coconut milk,2
not so good afternoon,2
Hiked,1
humid weather,1
Good AM GI,2
Getting better after being sick,1
Cold ,3
hot dog,2
bit of a cough starting last night,1
Neck & shoulder tension,6
thanksgiving,2
no gluten,3
bone broth,4
bunged up,2
pasta and veggies,2
oreos,1
biked,2
used cefaly,2
more xrays on ankle.....,1
MDMA,2
discouraged about return of diarrhea,1
super tired from last night,2
car accident,2
high humidity day,4
low spoon day,2
cranky,2
post-nasal drip,2
Low work stress,3
River,1
and toenails,2
Trouble staying asleep,1
Very sore belly,2
powerlifting,2
Upped My Glumetza,2
Constant pain,1
fresh food,2
dropping things,5
Pancake Breakfast,2
peppermint tea,2
Pc,1
amtrak,2
nature,1
Had candy,1
very low pain,3
hip tightness in evening,2
Zoey's first egg- PANIC ATTACK,1
Woke up early,1
a bit of bad reflux yesterday,1
Runny stomach ,2
Enjoyable,1
Orgasm,4
Knackered ,2
feel sick,2
Audrey and Dom came over,2
Snowing,1
finished cutting my nails,2
oncoming sinus ick,2
Tried Dog Gone- no success,1
got into a fight with babcia,1
crafted,6
nauseas all night,2
blended EOs,2
painful feet,1
Relapse ,2
Worked overtime,1
Fructose,2
Packing- Stressed but handling it better. Embrace the music of the night.,1
SW Lisa,2
step aerobics,2
noise sensitivity,2
podcasts,2
nervous today - I will take less of the muscle relaxer prescribed to me for pain relief,1
Anxious day,2
vivid dreams,8
Early morning check in,1
Yesterday was a bedridden day,1
39 BPM (heart rate),1
Left knee gave out twice,2
Slept in,3
Upped my meds,1
optimistic,1
lewis came over upset,2
went to work,2
tattoo,2
Took ibuprophen,2
Might be allergic to corn,1
Sore,4
painful left hip,2
Lots of standing,1
Difficulty talking,1
cut my nails,2
still trying to get accustom to this boot,1
had sex ,2
9.9 headache,2
dust,3
broccoli,3
Legs hurt in evening,2
drawing,4
Woke up nauseous,2
14k steps,3
Had corn for dinner,1
Slept a lot went to zoo dealing with dysphoria,1
rambled,2
juiced veggies,1
and some abdo gas pain ,2
paul,1
Energetic,1
6 hours sleep,3
difficulty breathing,2
butrans started,3
weird food day,3
watched Easter Parade,2
very hard to do anything today,3
out of the house,15
lost to found,3
pretzels w sesame seeds,1
mental rehab,1
spent day with others,3
Went out with friends,1
nerves,2
eye spasms,2
missed obligations,2
not great day,2
Meditative,1
tony's coming tomorrow,2
trigger points,2
gardened - shoulder arm & hand intensive - pulled weeds,2
heat and humidity,2
Overdid it,4
very social,1
Awake and alert,1
Beach day,1
very few vegetables,1
walk-20 minutes ,2
ate rice last night,2
hard to wake up,3
up early - 10:45,2
Expressed my feelings,1
lots of small icky things,2
In pain,1
overall good day,3
able to get oil changed today-before it is 120 outside,1
tired muscles,4
Project Work Day,1
High BP,1
high sodium,2
swimming,5
Sewing,1
pissed off,2
very tired at end of day,2
errands,4
not a lot of physical activity,1
High heels,2
Dad's birthday,1
want to feel better,1
Period starting soon,2
good bowel movement,3
fridge debacle,1
frustration,7
recovering from drinking,2
had coffee,3
SAD light,2
Well,1
upping Naltrexone to 1mg alternating with 0.5 for two weeks,2
construction,2
less stressed,1
Warm head,3
felt rested,2
stuck in medical limbo,1
excitement,13
virus?,3
menstruation,7
in the sun,3
small breakfast,5
long commute,1
Hurty feet,1
Very long day,2
Bad belly day,2
Flu-like symptoms,1
Utah,2
started keflex,2
possible soy exposure,1
Up late,2
Long day,1
day one of keflex,2
Slept badly,2
monday,5
and some drawing,2
lie down haircut,1
tough run,2
Dejected,2
night sweats,1
Ran Errands,12
jaw clenching,3
Stomach flare,1
lift,2
allergy attacks,2
got up early,1
Overwhelmed,11
Stressful discussion,1
the stats don't seem so bad,2
4 hr nap,1
suicidal,4
way off the diet train! :(,3
Found a new app,1
Agitated,1
Holiday,1
veg-o,2
Max all day,1
18 and a half hours apparently,2
almost panic attacks,3
Did dishes,1
new computer and setup,1
voted,1
